,sym_1,sym_2,p_value,t_value,c_value,hedge_ratio,zero_crossings
3738,WBTCUSDT,BTCUSDT,0.0,-4.48,-3.34,1.0,392
1971,QNTUSDT,BUSDUSDT,0.02,-3.7,-3.34,99.59,63
537,USDTIDRT,TUSDUSDT,0.0,-4.95,-3.34,15310.62,59
1969,QNTUSDT,TUSDUSDT,0.03,-3.56,-3.34,99.69,59
3632,PROMUSDT,QTUMUSDT,0.0,-4.53,-3.34,1.75,49
651,ANTUSDT,WAVESUSDT,0.0,-4.33,-3.34,2.56,43
253,ATOMUSDT,FXSUSDT,0.0,-4.71,-3.34,1.28,42
1052,AXSUSDT,BALUSDT,0.05,-3.36,-3.34,1.37,39
381,BUSDTRY,EGLDUSDT,0.05,-3.35,-3.34,0.99,37
3647,PROMUSDT,WAVESUSDT,0.0,-4.52,-3.34,2.44,37
1738,ARUSDT,QTUMUSDT,0.02,-3.69,-3.34,1.99,34
960,USDTBRL,TOMOUSDT,0.04,-3.44,-3.34,3.7,34
991,FILUSDT,ATMUSDT,0.02,-3.72,-3.34,1.37,33
963,FILUSDT,QTUMUSDT,0.02,-3.64,-3.34,1.55,31
636,ANTUSDT,QTUMUSDT,0.0,-4.36,-3.34,1.84,26
236,ATOMUSDT,BUSDUSDT,0.02,-3.76,-3.34,7.54,23
235,ATOMUSDT,TUSDUSDT,0.02,-3.74,-3.34,7.54,23
771,UNIUSDT,QTUMUSDT,0.02,-3.62,-3.34,2.21,20
490,USDTZAR,BANDUSDT,0.01,-3.8,-3.34,17.66,19
2675,ENSUSDT,BUSDUSDT,0.01,-4.04,-3.34,8.18,19
2666,ENSUSDT,TUSDUSDT,0.01,-3.88,-3.34,8.19,19
2667,ENSUSDT,USDCUSDT,0.03,-3.53,-3.34,8.18,19
959,USDTBRL,MTLUSDT,0.04,-3.43,-3.34,3.92,18
3519,GNSUSDT,BUSDUSDT,0.01,-4.06,-3.34,3.85,16
3487,RPLUSDT,USDCUSDT,0.0,-4.18,-3.34,24.76,15
3484,RPLUSDT,TUSDUSDT,0.0,-5.02,-3.34,24.79,15
19,BTCUSDT,USDTDAI,0.04,-3.41,-3.34,27241.18,14
182,ETCUSDT,BANDUSDT,0.04,-3.45,-3.34,15.0,13
1217,OGUSDT,TUSDUSDT,0.0,-4.96,-3.34,4.26,12
8,BTCUSDT,BUSDUSDT,0.03,-3.59,-3.34,27216.35,12
244,ATOMUSDT,OGUSDT,0.05,-3.37,-3.34,1.73,12
380,BUSDTRY,TRBUSDT,0.04,-3.46,-3.34,1.36,11
784,UNIUSDT,BUSDUSDT,0.0,-4.14,-3.34,5.05,11
796,UNIUSDT,USDTDAI,0.02,-3.73,-3.34,5.06,11
773,UNIUSDT,USDCUSDT,0.02,-3.72,-3.34,5.05,11
3454,HIFIUSDT,ENJUSDT,0.04,-3.46,-3.34,1.88,10
86,BNBUSDT,USDTDAI,0.03,-3.53,-3.34,224.29,9
400,BUSDTRY,RPLUSDT,0.05,-3.37,-3.34,1.09,9
1189,PSGUSDT,LDOUSDT,0.0,-4.16,-3.34,2.03,9
61,BNBUSDT,TUSDUSDT,0.01,-3.77,-3.34,224.31,9
2615,MOVRUSDT,BUSDUSDT,0.0,-4.78,-3.34,4.51,8
2609,MOVRUSDT,USDCUSDT,0.02,-3.74,-3.34,4.51,8
3895,WBETHUSDT,BUSDUSDT,0.01,-4.04,-3.34,1733.37,7
994,FILUSDT,ACMUSDT,0.05,-3.36,-3.34,1.77,7
120,NEOUSDT,USDTDAI,0.04,-3.39,-3.34,7.62,7
1045,AXSUSDT,BUSDUSDT,0.0,-4.21,-3.34,5.07,7
90,NEOUSDT,TUSDUSDT,0.02,-3.66,-3.34,7.62,7
1053,AXSUSDT,USDTDAI,0.04,-3.39,-3.34,5.07,7
75,BNBUSDT,BUSDUSDT,0.01,-4.0,-3.34,224.08,7
105,NEOUSDT,BUSDUSDT,0.03,-3.49,-3.34,7.61,7
63,BNBUSDT,USDCUSDT,0.02,-3.62,-3.34,224.06,7
989,FILUSDT,JUVUSDT,0.03,-3.55,-3.34,1.64,7
3878,WBETHUSDT,TUSDUSDT,0.01,-3.82,-3.34,1735.14,7
3879,WBETHUSDT,USDCUSDT,0.05,-3.35,-3.34,1733.22,7
3449,HIFIUSDT,ADAUSDT,0.04,-3.42,-3.34,1.81,6
3316,GMXUSDT,NEARUSDT,0.04,-3.41,-3.34,32.81,6
1190,PSGUSDT,OPUSDT,0.04,-3.44,-3.34,2.29,6
2782,PYRUSDT,TUSDUSDT,0.01,-3.88,-3.34,3.34,6
52,ETHUSDT,USDTDAI,0.02,-3.75,-3.34,1712.21,5
840,AVAXUSDT,USDCUSDT,0.01,-3.81,-3.34,10.8,5
846,AVAXUSDT,BUSDUSDT,0.0,-4.23,-3.34,10.8,5
39,ETHUSDT,BUSDUSDT,0.0,-4.2,-3.34,1710.66,5
26,ETHUSDT,USDCUSDT,0.03,-3.57,-3.34,1710.51,5
849,AVAXUSDT,USDTDAI,0.02,-3.65,-3.34,10.81,5
3601,BETHUSDT,USDTDAI,0.02,-3.77,-3.34,1710.44,5
3588,BETHUSDT,BUSDUSDT,0.0,-4.21,-3.34,1708.88,5
2045,FARMUSDT,TUSDUSDT,0.05,-3.37,-3.34,22.62,5
1213,OGUSDT,QTUMUSDT,0.0,-6.4,-3.34,1.82,5
3577,BETHUSDT,USDCUSDT,0.03,-3.57,-3.34,1708.74,5
1037,AXSUSDT,USDCUSDT,0.04,-3.4,-3.34,5.07,5
3473,HIFIUSDT,CRVUSDT,0.04,-3.38,-3.34,0.94,4
3548,SSVUSDT,ALCXUSDT,0.02,-3.68,-3.34,1.34,4
3461,HIFIUSDT,XTZUSDT,0.03,-3.51,-3.34,0.67,4
3455,HIFIUSDT,MATICUSDT,0.04,-3.44,-3.34,0.81,4
2847,FXSUSDT,USDCUSDT,0.01,-3.82,-3.34,5.87,4
3304,GMXUSDT,TUSDUSDT,0.03,-3.55,-3.34,39.5,3
1092,UNFIUSDT,TUSDUSDT,0.0,-5.23,-3.34,5.88,3
3305,GMXUSDT,USDCUSDT,0.01,-3.82,-3.34,39.46,3
3309,GMXUSDT,BUSDUSDT,0.01,-4.11,-3.34,39.46,3
3462,HIFIUSDT,KAVAUSDT,0.03,-3.49,-3.34,0.66,2
3456,HIFIUSDT,FTMUSDT,0.03,-3.48,-3.34,2.27,2
3463,HIFIUSDT,EURUSDT,0.01,-3.89,-3.34,0.46,2
395,BUSDTRY,API3USDT,0.04,-3.43,-3.34,25.51,2
3645,PROMUSDT,USDCUSDT,0.0,-4.55,-3.34,4.06,2
3453,HIFIUSDT,OMGUSDT,0.03,-3.55,-3.34,0.97,2
3450,HIFIUSDT,TUSDUSDT,0.03,-3.51,-3.34,0.5,2
3492,RPLUSDT,DASHUSDT,0.05,-3.35,-3.34,0.89,2
3571,BETHUSDT,ETHUSDT,0.0,-5.79,-3.34,1.0,2
3315,GMXUSDT,WNXMUSDT,0.01,-4.09,-3.34,1.32,2
1035,AXSUSDT,QTUMUSDT,0.0,-4.19,-3.34,2.21,2
1180,PSGUSDT,PORTOUSDT,0.0,-4.66,-3.34,1.69,2
3472,HIFIUSDT,USDTDAI,0.05,-3.36,-3.34,0.5,2
3636,PROMUSDT,TUSDUSDT,0.0,-4.44,-3.34,4.07,2
1177,PSGUSDT,LAZIOUSDT,0.01,-3.91,-3.34,1.66,2
3474,HIFIUSDT,SANDUSDT,0.05,-3.35,-3.34,1.39,2
1170,PSGUSDT,ACMUSDT,0.01,-3.85,-3.34,1.67,2
2805,SANTOSUSDT,QTUMUSDT,0.0,-5.2,-3.34,1.32,2
455,USDTZAR,ETCUSDT,0.02,-3.71,-3.34,1.18,1
1900,MLNUSDT,USDCUSDT,0.02,-3.68,-3.34,16.02,1
557,ZENUSDT,BANDUSDT,0.04,-3.41,-3.34,7.18,1
2687,KP3RUSDT,USDCUSDT,0.02,-3.65,-3.34,47.7,1
527,SOLUSDT,USDCUSDT,0.04,-3.4,-3.34,21.27,1
2602,AUCTIONUSDT,USDTDAI,0.04,-3.4,-3.34,4.81,1
528,SOLUSDT,BUSDUSDT,0.0,-4.12,-3.34,21.27,1
183,ETCUSDT,BUSDUSDT,0.01,-3.96,-3.34,16.27,1
1012,FILUSDT,LDOUSDT,0.01,-4.1,-3.34,2.15,1
993,FILUSDT,FIROUSDT,0.02,-3.72,-3.34,2.3,1
795,UNIUSDT,BALUSDT,0.0,-4.11,-3.34,1.37,1
169,ETCUSDT,USDCUSDT,0.03,-3.52,-3.34,16.27,1
2718,KP3RUSDT,USDTDAI,0.02,-3.68,-3.34,47.75,1
2701,KP3RUSDT,BUSDUSDT,0.0,-4.25,-3.34,47.71,1
2604,AUCTIONUSDT,WNXMUSDT,0.04,-3.39,-3.34,0.16,0
2606,BNXUSDT,PERLUSDT,0.03,-3.55,-3.34,13.85,0
2600,AUCTIONUSDT,USDTBIDR,0.01,-3.95,-3.34,0.0,0
2607,BNXUSDT,ARPAUSDT,0.04,-3.41,-3.34,4.64,0
2608,BNXUSDT,DREPUSDT,0.03,-3.55,-3.34,0.88,0
2603,AUCTIONUSDT,JSTUSDT,0.0,-4.12,-3.34,224.35,0
2622,CITYUSDT,XRPUSDT,0.01,-3.85,-3.34,5.62,0
2605,BNXUSDT,DUSKUSDT,0.02,-3.74,-3.34,1.94,0
2623,CITYUSDT,TUSDUSDT,0.0,-5.14,-3.34,3.13,0
2621,CITYUSDT,ADAUSDT,0.0,-5.2,-3.34,11.6,0
2620,CITYUSDT,QTUMUSDT,0.01,-3.94,-3.34,1.36,0
2610,MOVRUSDT,OMGUSDT,0.02,-3.6,-3.34,9.11,0
2619,CITYUSDT,LTCUSDT,0.03,-3.49,-3.34,0.04,0
2611,MOVRUSDT,MATICUSDT,0.04,-3.4,-3.34,7.65,0
2601,AUCTIONUSDT,MKRUSDT,0.0,-4.77,-3.34,0.0,0
2618,CITYUSDT,BNBUSDT,0.01,-3.81,-3.34,0.01,0
2612,MOVRUSDT,FTMUSDT,0.03,-3.51,-3.34,21.23,0
2625,CITYUSDT,ICXUSDT,0.04,-3.43,-3.34,17.15,0
2613,MOVRUSDT,DENTUSDT,0.04,-3.4,-3.34,6687.98,0
2617,CITYUSDT,ETHUSDT,0.0,-4.37,-3.34,0.0,0
2614,MOVRUSDT,FUNUSDT,0.02,-3.62,-3.34,1020.83,0
2616,MOVRUSDT,VITEUSDT,0.0,-4.93,-3.34,364.17,0
2624,CITYUSDT,ETCUSDT,0.05,-3.35,-3.34,0.19,0
2644,CITYUSDT,VITEUSDT,0.0,-4.67,-3.34,251.62,0
2626,CITYUSDT,USDCUSDT,0.02,-3.75,-3.34,3.13,0
2670,ENSUSDT,ANKRUSDT,0.02,-3.69,-3.34,392.45,0
2657,CITYUSDT,CRVUSDT,0.0,-5.76,-3.34,6.19,0
2658,CITYUSDT,SANDUSDT,0.0,-5.54,-3.34,9.08,0
2659,CITYUSDT,DOTUSDT,0.01,-3.82,-3.34,0.69,0
2660,CITYUSDT,LUNAUSDT,0.01,-3.83,-3.34,6.69,0
2661,CITYUSDT,WNXMUSDT,0.01,-4.05,-3.34,0.1,0
2662,CITYUSDT,EGLDUSDT,0.01,-3.82,-3.34,0.11,0
2663,ENSUSDT,ETHUSDT,0.0,-4.38,-3.34,0.0,0
2664,ENSUSDT,ADAUSDT,0.01,-4.07,-3.34,30.38,0
2665,ENSUSDT,XRPUSDT,0.02,-3.71,-3.34,14.75,0
2668,ENSUSDT,ENJUSDT,0.05,-3.37,-3.34,31.94,0
2669,ENSUSDT,ONEUSDT,0.04,-3.45,-3.34,794.12,0
2671,ENSUSDT,WINUSDT,0.03,-3.57,-3.34,128955.28,0
2655,CITYUSDT,BLZUSDT,0.0,-4.45,-3.34,26.15,0
2672,ENSUSDT,DENTUSDT,0.03,-3.53,-3.34,12102.71,0
2673,ENSUSDT,FUNUSDT,0.01,-3.93,-3.34,1848.62,0
2674,ENSUSDT,CHZUSDT,0.02,-3.63,-3.34,124.08,0
2676,ENSUSDT,STXUSDT,0.01,-3.92,-3.34,16.05,0
2677,ENSUSDT,KAVAUSDT,0.02,-3.67,-3.34,11.3,0
2678,ENSUSDT,CTXCUSDT,0.02,-3.75,-3.34,63.87,0
2679,ENSUSDT,VITEUSDT,0.0,-4.56,-3.34,659.14,0
2680,ENSUSDT,DREPUSDT,0.01,-3.94,-3.34,34.05,0
2681,ENSUSDT,WRXUSDT,0.02,-3.64,-3.34,77.92,0
2682,KP3RUSDT,ETHUSDT,0.02,-3.65,-3.34,0.03,0
2683,KP3RUSDT,QTUMUSDT,0.01,-3.87,-3.34,20.74,0
2656,CITYUSDT,USDTDAI,0.04,-3.41,-3.34,3.13,0
2654,CITYUSDT,BALUSDT,0.0,-5.0,-3.34,0.84,0
2627,CITYUSDT,ZILUSDT,0.03,-3.55,-3.34,176.76,0
2639,CITYUSDT,CHZUSDT,0.0,-6.26,-3.34,47.31,0
2628,CITYUSDT,IOSTUSDT,0.01,-3.83,-3.34,409.21,0
2629,CITYUSDT,OMGUSDT,0.0,-4.18,-3.34,6.29,0
2630,CITYUSDT,THETAUSDT,0.02,-3.73,-3.34,4.73,0
2631,CITYUSDT,MATICUSDT,0.0,-4.67,-3.34,5.28,0
2632,CITYUSDT,ONEUSDT,0.02,-3.68,-3.34,303.02,0
2633,CITYUSDT,FTMUSDT,0.0,-4.11,-3.34,14.67,0
2634,CITYUSDT,DOGEUSDT,0.02,-3.63,-3.34,46.64,0
2635,CITYUSDT,ANKRUSDT,0.0,-4.6,-3.34,149.61,0
2636,CITYUSDT,WINUSDT,0.0,-5.61,-3.34,49267.61,0
2637,CITYUSDT,DENTUSDT,0.0,-4.45,-3.34,4616.87,0
2638,CITYUSDT,FUNUSDT,0.0,-4.23,-3.34,705.73,0
2640,CITYUSDT,BUSDUSDT,0.0,-4.38,-3.34,3.13,0
2653,CITYUSDT,YFIUSDT,0.01,-3.78,-3.34,0.0,0
2641,CITYUSDT,XTZUSDT,0.0,-4.2,-3.34,4.31,0
2642,CITYUSDT,RVNUSDT,0.01,-3.92,-3.34,193.94,0
2643,CITYUSDT,KAVAUSDT,0.0,-5.8,-3.34,4.31,0
2645,CITYUSDT,DREPUSDT,0.02,-3.64,-3.34,13.01,0
2646,CITYUSDT,WRXUSDT,0.0,-4.73,-3.34,29.73,0
2647,CITYUSDT,MBLUSDT,0.02,-3.76,-3.34,1078.65,0
2648,CITYUSDT,SOLUSDT,0.03,-3.48,-3.34,0.15,0
2649,CITYUSDT,COMPUSDT,0.0,-4.29,-3.34,0.07,0
2650,CITYUSDT,SCUSDT,0.02,-3.63,-3.34,1021.47,0
2651,CITYUSDT,DGBUSDT,0.03,-3.58,-3.34,439.51,0
2652,CITYUSDT,MANAUSDT,0.0,-4.41,-3.34,9.72,0
2599,AUCTIONUSDT,KNCUSDT,0.02,-3.63,-3.34,8.24,0
0,BTCUSDT,LTCUSDT,0.03,-3.53,-3.34,380.73,0
2598,AUCTIONUSDT,STMXUSDT,0.02,-3.72,-3.34,843.14,0
2524,BETAUSDT,VITEUSDT,0.0,-4.21,-3.34,6.12,0
2512,BETAUSDT,ONTUSDT,0.02,-3.67,-3.34,0.45,0
2513,BETAUSDT,USDCUSDT,0.05,-3.38,-3.34,0.08,0
2514,BETAUSDT,LINKUSDT,0.02,-3.74,-3.34,0.01,0
2515,BETAUSDT,ONGUSDT,0.01,-3.83,-3.34,0.34,0
2516,BETAUSDT,HOTUSDT,0.05,-3.37,-3.34,66.79,0
2517,BETAUSDT,BATUSDT,0.02,-3.66,-3.34,0.41,0
2518,BETAUSDT,ALGOUSDT,0.0,-4.16,-3.34,0.76,0
2519,BETAUSDT,COSUSDT,0.02,-3.68,-3.34,16.2,0
2520,BETAUSDT,DENTUSDT,0.05,-3.35,-3.34,112.32,0
2521,BETAUSDT,BUSDUSDT,0.01,-4.01,-3.34,0.08,0
2522,BETAUSDT,NKNUSDT,0.04,-3.44,-3.34,0.84,0
2523,BETAUSDT,RLCUSDT,0.05,-3.37,-3.34,0.07,0
2525,RAREUSDT,NEOUSDT,0.02,-3.68,-3.34,0.01,0
2539,LAZIOUSDT,TUSDUSDT,0.03,-3.55,-3.34,2.03,0
2526,RAREUSDT,TUSDUSDT,0.04,-3.41,-3.34,0.06,0
2527,RAREUSDT,ICXUSDT,0.05,-3.34,-3.34,0.35,0
2528,RAREUSDT,NULSUSDT,0.01,-4.06,-3.34,0.35,0
2529,RAREUSDT,USDCUSDT,0.04,-3.4,-3.34,0.06,0
2530,RAREUSDT,LINKUSDT,0.0,-4.4,-3.34,0.01,0
2531,RAREUSDT,WAVESUSDT,0.02,-3.73,-3.34,0.04,0
2532,RAREUSDT,ZRXUSDT,0.03,-3.57,-3.34,0.34,0
2533,RAREUSDT,XMRUSDT,0.05,-3.35,-3.34,0.0,0
2534,RAREUSDT,ZECUSDT,0.04,-3.4,-3.34,0.0,0
2535,RAREUSDT,CELRUSDT,0.01,-3.85,-3.34,5.16,0
2536,RAREUSDT,DASHUSDT,0.02,-3.68,-3.34,0.0,0
2537,RAREUSDT,ENJUSDT,0.04,-3.46,-3.34,0.25,0
2511,RADUSDT,ENJUSDT,0.02,-3.63,-3.34,5.53,0
2510,RADUSDT,DASHUSDT,0.04,-3.47,-3.34,0.05,0
2509,RADUSDT,CELRUSDT,0.01,-3.84,-3.34,114.15,0
2508,RADUSDT,XMRUSDT,0.05,-3.37,-3.34,0.01,0
2483,FRONTUSDT,TRXUSDT,0.0,-5.65,-3.34,2.01,0
2484,FRONTUSDT,ETCUSDT,0.0,-4.32,-3.34,0.01,0
2485,FRONTUSDT,ICXUSDT,0.0,-4.37,-3.34,0.85,0
2486,FRONTUSDT,NULSUSDT,0.0,-4.32,-3.34,0.84,0
2487,FRONTUSDT,VETUSDT,0.0,-4.38,-3.34,9.29,0
2488,FRONTUSDT,USDCUSDT,0.0,-4.44,-3.34,0.16,0
2489,FRONTUSDT,LINKUSDT,0.0,-4.26,-3.34,0.02,0
2490,FRONTUSDT,WAVESUSDT,0.0,-4.32,-3.34,0.09,0
2491,FRONTUSDT,ONGUSDT,0.0,-4.34,-3.34,0.69,0
2492,CVPUSDT,DOCKUSDT,0.03,-3.53,-3.34,20.47,0
2493,CVPUSDT,DREPUSDT,0.0,-4.66,-3.34,1.21,0
2494,CVPUSDT,WTCUSDT,0.0,-4.68,-3.34,1.92,0
2495,CVPUSDT,DATAUSDT,0.02,-3.68,-3.34,13.08,0
2496,CVPUSDT,STMXUSDT,0.04,-3.43,-3.34,50.98,0
2497,AGLDUSDT,NEOUSDT,0.03,-3.49,-3.34,0.07,0
2498,RADUSDT,BTCUSDT,0.03,-3.56,-3.34,0.0,0
2499,RADUSDT,BNBUSDT,0.03,-3.57,-3.34,0.01,0
2500,RADUSDT,NEOUSDT,0.04,-3.46,-3.34,0.19,0
2501,RADUSDT,LTCUSDT,0.02,-3.6,-3.34,0.02,0
2502,RADUSDT,ONTUSDT,0.03,-3.59,-3.34,8.32,0
2503,RADUSDT,NULSUSDT,0.0,-4.53,-3.34,7.66,0
2504,RADUSDT,USDCUSDT,0.05,-3.35,-3.34,1.42,0
2505,RADUSDT,LINKUSDT,0.01,-4.01,-3.34,0.22,0
2506,RADUSDT,WAVESUSDT,0.01,-3.8,-3.34,0.86,0
2507,RADUSDT,BATUSDT,0.02,-3.73,-3.34,7.7,0
2538,LAZIOUSDT,ADAUSDT,0.01,-3.77,-3.34,7.54,0
2540,LAZIOUSDT,FTMUSDT,0.05,-3.35,-3.34,9.53,0
2597,AUCTIONUSDT,CHRUSDT,0.02,-3.69,-3.34,47.98,0
2583,ADXUSDT,COTIUSDT,0.02,-3.62,-3.34,3.09,0
2571,CHESSUSDT,DOGEUSDT,0.03,-3.54,-3.34,1.92,0
2572,CHESSUSDT,COSUSDT,0.0,-4.14,-3.34,27.4,0
2573,CHESSUSDT,DENTUSDT,0.02,-3.6,-3.34,190.23,0
2684,KP3RUSDT,XRPUSDT,0.04,-3.39,-3.34,86.11,0
2575,CHESSUSDT,BUSDUSDT,0.0,-4.45,-3.34,0.13,0
2576,CHESSUSDT,RVNUSDT,0.02,-3.6,-3.34,7.99,0
2577,CHESSUSDT,CTXCUSDT,0.02,-3.64,-3.34,1.0,0
2578,CHESSUSDT,VITEUSDT,0.01,-3.93,-3.34,10.36,0
2579,ADXUSDT,NULSUSDT,0.01,-4.1,-3.34,0.71,0
2580,ADXUSDT,DOCKUSDT,0.01,-3.83,-3.34,9.25,0
2581,ADXUSDT,OGNUSDT,0.03,-3.5,-3.34,1.51,0
2582,ADXUSDT,BTSUSDT,0.0,-4.39,-3.34,14.28,0
2584,ADXUSDT,WTCUSDT,0.0,-5.73,-3.34,0.87,0
2541,LAZIOUSDT,WINUSDT,0.01,-3.82,-3.34,31995.9,0
2585,ADXUSDT,DATAUSDT,0.04,-3.44,-3.34,5.91,0
2586,ADXUSDT,SNXUSDT,0.02,-3.68,-3.34,0.06,0
2587,ADXUSDT,MKRUSDT,0.05,-3.36,-3.34,0.0,0
2588,ADXUSDT,DIAUSDT,0.0,-4.43,-3.34,0.57,0
2589,AUCTIONUSDT,ZRXUSDT,0.03,-3.49,-3.34,25.59,0
2590,AUCTIONUSDT,PERLUSDT,0.03,-3.58,-3.34,313.27,0
2591,AUCTIONUSDT,WANUSDT,0.03,-3.55,-3.34,25.29,0
2592,AUCTIONUSDT,OGNUSDT,0.0,-4.19,-3.34,55.28,0
2593,AUCTIONUSDT,BTSUSDT,0.02,-3.75,-3.34,521.68,0
2594,AUCTIONUSDT,COTIUSDT,0.03,-3.56,-3.34,112.8,0
2595,AUCTIONUSDT,STPTUSDT,0.03,-3.49,-3.34,107.72,0
2596,AUCTIONUSDT,WTCUSDT,0.01,-3.79,-3.34,31.7,0
2570,CHESSUSDT,ALGOUSDT,0.01,-3.97,-3.34,1.28,0
2569,CHESSUSDT,FTMUSDT,0.04,-3.43,-3.34,0.6,0
2568,CHESSUSDT,MATICUSDT,0.02,-3.66,-3.34,0.22,0
2567,CHESSUSDT,ENJUSDT,0.03,-3.58,-3.34,0.5,0
2542,LAZIOUSDT,CHZUSDT,0.02,-3.64,-3.34,30.77,0
2543,LAZIOUSDT,BUSDUSDT,0.01,-3.83,-3.34,2.03,0
2544,LAZIOUSDT,KAVAUSDT,0.04,-3.47,-3.34,2.8,0
2545,LAZIOUSDT,VITEUSDT,0.0,-4.17,-3.34,163.51,0
2546,LAZIOUSDT,DREPUSDT,0.03,-3.48,-3.34,8.45,0
2547,LAZIOUSDT,WRXUSDT,0.05,-3.36,-3.34,19.33,0
2548,LAZIOUSDT,YFIUSDT,0.03,-3.52,-3.34,0.0,0
2549,LAZIOUSDT,BLZUSDT,0.01,-3.92,-3.34,16.87,0
2550,LAZIOUSDT,SANDUSDT,0.03,-3.55,-3.34,5.91,0
2551,LAZIOUSDT,DOTUSDT,0.01,-3.97,-3.34,0.45,0
2552,LAZIOUSDT,AVAXUSDT,0.03,-3.51,-3.34,0.19,0
2553,LAZIOUSDT,NEARUSDT,0.04,-3.38,-3.34,1.67,0
2554,LAZIOUSDT,AXSUSDT,0.04,-3.41,-3.34,0.4,0
2555,LAZIOUSDT,JUVUSDT,0.0,-6.4,-3.34,0.93,0
2556,CHESSUSDT,ETHUSDT,0.0,-4.3,-3.34,0.0,0
2557,CHESSUSDT,BNBUSDT,0.04,-3.38,-3.34,0.0,0
2558,CHESSUSDT,XRPUSDT,0.05,-3.37,-3.34,0.23,0
2559,CHESSUSDT,ONTUSDT,0.03,-3.5,-3.34,0.76,0
2560,CHESSUSDT,USDCUSDT,0.0,-4.3,-3.34,0.13,0
2561,CHESSUSDT,ONGUSDT,0.04,-3.46,-3.34,0.58,0
2562,CHESSUSDT,HOTUSDT,0.03,-3.52,-3.34,113.06,0
2563,CHESSUSDT,BATUSDT,0.04,-3.38,-3.34,0.7,0
2564,CHESSUSDT,CELRUSDT,0.02,-3.73,-3.34,10.36,0
2565,CHESSUSDT,OMGUSDT,0.01,-3.87,-3.34,0.26,0
2566,CHESSUSDT,THETAUSDT,0.04,-3.42,-3.34,0.19,0
2574,CHESSUSDT,FUNUSDT,0.03,-3.59,-3.34,29.05,0
2709,KP3RUSDT,MBLUSDT,0.01,-3.97,-3.34,16503.37,0
2685,KP3RUSDT,ONTUSDT,0.03,-3.52,-3.34,280.42,0
2811,MCUSDT,MTLUSDT,0.04,-3.38,-3.34,0.23,0
2843,FXSUSDT,LTCUSDT,0.01,-4.02,-3.34,0.08,0
2844,FXSUSDT,ADAUSDT,0.0,-4.57,-3.34,21.76,0
2845,FXSUSDT,XRPUSDT,0.0,-4.32,-3.34,10.55,0
2846,FXSUSDT,ICXUSDT,0.02,-3.74,-3.34,32.18,0
2848,FXSUSDT,XMRUSDT,0.03,-3.58,-3.34,0.04,0
2849,FXSUSDT,IOSTUSDT,0.02,-3.76,-3.34,767.51,0
2850,FXSUSDT,OMGUSDT,0.0,-4.68,-3.34,11.82,0
2851,FXSUSDT,ENJUSDT,0.03,-3.55,-3.34,22.86,0
2852,FXSUSDT,MATICUSDT,0.0,-4.24,-3.34,9.91,0
2853,VOXELUSDT,NEOUSDT,0.03,-3.5,-3.34,0.02,0
2854,VOXELUSDT,LTCUSDT,0.05,-3.35,-3.34,0.0,0
2855,VOXELUSDT,ONTUSDT,0.02,-3.61,-3.34,0.81,0
2856,VOXELUSDT,NULSUSDT,0.0,-4.43,-3.34,0.75,0
2857,VOXELUSDT,USDCUSDT,0.04,-3.42,-3.34,0.14,0
2858,VOXELUSDT,LINKUSDT,0.02,-3.62,-3.34,0.02,0
2859,VOXELUSDT,WAVESUSDT,0.04,-3.4,-3.34,0.08,0
2860,VOXELUSDT,HOTUSDT,0.04,-3.46,-3.34,121.02,0
2861,VOXELUSDT,BATUSDT,0.02,-3.64,-3.34,0.75,0
2862,VOXELUSDT,CELRUSDT,0.04,-3.44,-3.34,11.09,0
2863,VOXELUSDT,DASHUSDT,0.03,-3.5,-3.34,0.0,0
2864,VOXELUSDT,THETAUSDT,0.05,-3.35,-3.34,0.21,0
2865,VOXELUSDT,ENJUSDT,0.02,-3.72,-3.34,0.54,0
2866,CVXUSDT,OMGUSDT,0.03,-3.52,-3.34,5.74,0
2867,CVXUSDT,BUSDUSDT,0.05,-3.36,-3.34,2.84,0
2868,CVXUSDT,VITEUSDT,0.01,-4.03,-3.34,229.36,0
2869,CVXUSDT,SOLUSDT,0.02,-3.73,-3.34,0.13,0
2870,CVXUSDT,WNXMUSDT,0.05,-3.35,-3.34,0.09,0
2842,FXSUSDT,BNBUSDT,0.03,-3.52,-3.34,0.03,0
2841,FXSUSDT,ETHUSDT,0.0,-4.17,-3.34,0.0,0
2840,FLUXUSDT,THETAUSDT,0.04,-3.46,-3.34,0.53,0
2825,BICOUSDT,ALGOUSDT,0.0,-4.23,-3.34,2.18,0
2813,MCUSDT,TROYUSDT,0.05,-3.34,-3.34,119.47,0
2814,MCUSDT,BTSUSDT,0.04,-3.38,-3.34,30.81,0
2815,MCUSDT,USDTBIDR,0.0,-4.45,-3.34,0.0,0
2816,MCUSDT,RUNEUSDT,0.04,-3.41,-3.34,0.2,0
2817,BICOUSDT,ETHUSDT,0.04,-3.43,-3.34,0.0,0
2818,BICOUSDT,ONTUSDT,0.04,-3.41,-3.34,1.28,0
2819,BICOUSDT,USDCUSDT,0.01,-3.83,-3.34,0.22,0
2820,BICOUSDT,ONGUSDT,0.01,-3.93,-3.34,0.98,0
2821,BICOUSDT,HOTUSDT,0.05,-3.37,-3.34,191.74,0
2822,BICOUSDT,OMGUSDT,0.03,-3.51,-3.34,0.44,0
2823,BICOUSDT,ENJUSDT,0.05,-3.37,-3.34,0.85,0
